dur,proto=tcp,proto=udp,proto=other,service=-,service=http,service=dns,service=other,state=FIN,state=INT,state=other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0.060984,1,0,0,1,0,0,0,1,0,0,4238,63516,2377.67281,7,30,53.742934,52.374199,255,1030959760,3176626658,255,59,858,0,11,3,1,1,1,6,8,0
0.027899,1,0,0,1,0,0,0,1,0,0,2958,33044,3476.827028,7,18,39.310891,37.991078,255,287107560,2459829755,255,62,661,0,9,3,1,1,1,2,11,0
1.006336,1,0,0,0,1,0,0,1,0,0,1580,10168,28.817414,3,5,9530.115217,7674.105622,255,1607726805,1608763659,255,132,565,1,1,2,1,1,3,2,2,0
1.005883,1,0,0,0,1,0,0,1,0,0,1580,10168,28.830391,3,5,9531.096446,7675.306389,255,3153322637,1004798783,255,132,565,1,1,5,1,1,1,3,1,0
0.004981,1,0,0,1,0,0,0,1,0,0,1470,1728,7026.701499,5,4,0,0.501777,255,806348364,2956183407,255,67,123,0,2,1,1,1,1,1,3,0
0.005793,1,0,0,1,0,0,0,1,0,0,1920,4312,7767.995715,6,6,16.084787,13.056576,255,2971313604,826225418,255,87,180,0,3,3,1,1,4,2,6,0
0.020651,1,0,0,1,0,0,0,1,0,0,3182,39076,5084.499633,7,20,22.053406,20.902248,255,1259393884,3409254385,255,61,724,0,5,2,1,1,1,3,2,0
0.72678,1,0,0,0,0,0,1,1,0,0,3728,5474,75.676271,7,7,1379.352052,39.67518,255,229583265,229887764,255,117,228,0,1,1,1,1,1,3,1,0
0.933079,1,0,0,1,0,0,0,1,0,0,11826,485110,633.386881,19,174,1282.424091,925.720155,255,1376551366,3531387747,255,58,1250,0,11,5,1,1,8,5,11,0
9.744778,1,0,0,1,0,0,0,1,0,0,25784,1094788,135.149312,38,390,8930.72823,6527.53723,255,2480149437,2490315073,255,56,1276,0,4,6,2,1,5,3,11,0
1.57912,1,0,0,1,0,0,0,1,0,0,1540,1644,20.897715,4,4,7257.660664,171.199203,255,889423937,3191711015,255,96,91,0,8,15,6,1,3,6,16,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,10.95451,0,0,0,0,0,46,0,0,1,1,1,1,1,1,1,0
0.518648,1,0,0,0,1,0,0,1,0,0,868,1100,32.777527,2,2,2995.364038,126.415414,255,1199392801,1425721440,255,87,138,0,2,1,1,1,2,1,2,0
0.013962,1,0,0,1,0,0,0,1,0,0,2230,13500,4941.985503,7,11,32.025877,31.206856,255,270437571,270708881,255,66,375,0,6,1,1,1,1,5,2,0
0.000981,0,1,0,0,0,1,0,0,0,1,130,162,3058.103916,0,0,0,0,0,0,0,0,65,81,0,4,1,1,1,2,2,5,0
0.003355,0,1,0,0,0,1,0,0,0,1,146,178,894.187797,0,0,0,0,0,0,0,0,73,89,0,1,5,1,1,1,3,5,0
0.000004,0,1,0,1,0,0,0,0,1,0,78,0,250000.0006,0,0,0,0,0,0,0,0,39,0,0,15,1,1,1,15,1,15,0
0.663657,1,0,0,1,0,0,0,0,0,1,986,86,10.547617,2,1,7696.649168,0,255,3147000638,3494182644,255,164,43,0,6,3,3,1,6,3,6,0
0.004014,1,0,0,0,0,0,1,1,0,0,320,1826,3238.66481,1,2,36.664105,0.557752,255,1515239173,1519240108,255,53,228,0,3,4,1,1,4,7,3,0
0.063223,1,0,0,1,0,0,0,1,0,0,2958,33044,1534.251851,7,18,78.749935,76.618301,255,2287461388,160779802,255,62,661,0,7,7,1,1,2,4,12,0
0.000004,0,1,0,1,0,0,0,0,1,0,1064,0,250000.0006,0,0,0,0,0,0,0,0,532,0,0,37,9,9,1,37,9,37,0
0.000011,0,1,0,1,0,0,0,0,1,0,724,0,90909.0902,0,0,0,0,0,0,0,0,362,0,0,63,7,7,1,63,8,62,0
0.004513,0,1,0,1,0,0,0,0,0,1,568,312,1551.074626,0,0,1.661005,1.404786,0,0,0,0,142,78,0,11,6,3,1,3,10,7,0
0.169869,1,0,0,1,0,0,0,1,0,0,1958,2308,264.91001,6,6,496.209233,474.883598,255,2040239758,2040624444,255,89,96,0,4,2,2,1,1,2,6,0
0.501768,1,0,0,0,0,0,1,1,0,0,3728,5474,109.612412,7,7,0,26.876658,255,3542338220,1393009908,255,117,228,0,4,1,1,1,2,8,2,0
0.116145,0,1,0,1,0,0,0,0,0,1,544,304,60.269491,0,0,47.142336,49.015699,0,0,0,0,136,76,0,4,3,1,1,4,3,5,0
0.955806,1,0,0,1,0,0,0,1,0,0,9514,354,24.06346,5,1,4894.341689,192.531609,255,2947558527,4151057941,255,595,44,0,4,2,2,2,4,2,4,0
0.007516,0,1,0,1,0,0,0,0,0,1,520,304,931.346467,0,0,3.194001,0.471875,0,0,0,0,130,76,0,8,3,1,1,3,3,7,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.039065,1,0,0,1,0,0,0,1,0,0,2542,23508,2073.467316,7,14,0,63.578907,255,2076945896,2114405913,255,64,560,0,6,1,1,1,2,2,3,0
0.017958,1,0,0,1,0,0,0,1,0,0,1540,1644,1837.621085,4,4,71.529451,2.215357,255,2303473624,2308551620,255,96,91,0,14,11,6,1,11,13,14,0
0.093952,1,0,0,1,0,0,0,1,0,0,3614,45696,1287.891687,7,24,87.644744,86.713647,255,3407819127,3436976541,255,60,737,0,19,3,1,1,4,3,8,0
0.001051,0,1,0,0,0,1,0,0,0,1,146,178,2854.424439,0,0,0,0,0,0,0,0,73,89,0,4,2,1,1,1,2,1,0
0.001753,0,1,0,1,0,0,0,0,0,1,536,304,3993.154682,0,0,0.611883,0.315141,0,0,0,0,134,76,0,10,4,1,1,4,3,10,0
0.32659,1,0,0,0,0,0,1,1,0,0,9504,12298,676.689424,26,31,196.51501,190.384897,255,3885915540,3890412212,255,88,108,0,1,2,1,1,1,3,1,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.000979,0,1,0,0,0,1,0,0,0,1,146,178,3064.351366,0,0,0,0,0,0,0,0,73,89,0,3,2,1,1,1,2,3,0
0.023874,1,0,0,1,0,0,0,1,0,0,3598,48918,5068.275172,7,24,0,21.198071,255,2229631399,2244330964,255,60,789,0,2,2,1,1,1,5,3,0
0.070851,1,0,0,1,0,0,0,1,0,0,4014,59460,1933.635426,7,28,0,66.11735,255,3066964784,934391990,255,59,849,0,6,3,1,1,1,3,6,0
0.046372,1,0,0,0,0,0,1,1,0,0,320,1826,280.341585,1,2,641.606377,15.72154,255,3181618391,3400630008,255,53,228,0,4,2,1,1,3,5,3,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,1,1,1,1,1,0
0.00272,1,0,0,0,0,0,1,1,0,0,320,1862,4779.411783,1,2,26.699254,0.507506,255,175766017,2324897148,255,53,233,0,6,7,1,1,6,5,3,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.606351,1,0,0,1,0,0,0,1,0,0,570,268,24.738146,2,1,3365.590192,160.588016,255,1100950634,3497819088,255,57,45,0,8,2,2,1,7,2,7,0
1.764184,1,0,0,1,0,0,0,1,0,0,1294,354,9.636183,2,1,10627.40321,375.286812,255,266186241,2812558553,255,129,44,0,3,1,1,1,2,1,2,0
0.14188,1,0,0,1,0,0,0,1,0,0,4862,75600,1191.147402,7,36,0,94.829012,255,1429921073,1437992912,255,58,879,0,6,5,1,1,2,4,9,0
1.009933,1,0,0,0,1,0,0,1,0,0,1684,10168,30.695106,3,5,8765.899907,7674.485618,255,2251131310,2252137748,255,120,565,1,2,5,1,1,4,6,3,0
0.047829,1,0,0,1,0,0,0,1,0,0,3926,57474,2780.739811,7,27,0,45.104859,255,4108323217,1976256444,255,59,845,0,3,4,1,1,2,5,6,0
0.046404,1,0,0,0,0,0,1,1,0,0,320,1930,280.148261,1,2,641.510978,15.734432,255,449430887,2610993145,255,53,241,0,3,5,1,1,4,5,3,0
0.006637,1,0,0,1,0,0,0,1,0,0,1920,4312,6780.171751,6,6,18.581786,14.186659,255,2115235168,4265086065,255,87,180,0,2,4,1,1,1,1,9,0
0.113042,1,0,0,1,0,0,0,1,0,0,4014,59460,1211.938958,7,28,0,90.078125,255,1870465398,4029778955,255,59,849,0,13,1,1,1,3,5,12,0
0.324646,1,0,0,0,0,0,1,1,0,0,3728,5474,169.415304,7,7,0,18.779266,255,577789813,2723546569,255,117,228,0,1,8,1,1,5,3,2,0
0.019152,1,0,0,1,0,0,0,1,0,0,2542,23508,4229.323188,7,14,0,25.970461,255,2155546442,2178142443,255,64,560,0,2,3,1,1,2,2,8,0
1.006089,1,0,0,0,1,0,0,1,0,0,1580,10168,28.824488,3,5,9530.251451,7675.085521,255,1929331843,4079941032,255,132,565,1,3,1,3,1,1,8,1,0
0.000009,0,1,0,1,0,0,0,0,1,0,78,0,111111.1072,0,0,0,0,0,0,0,0,39,0,0,15,5,2,1,15,5,15,0
0.004156,1,0,0,1,0,0,0,1,0,0,1470,1728,8421.55923,5,4,12.147347,0.353263,255,4085209144,4081317585,255,67,123,0,5,5,1,1,3,1,3,0
0.060835,1,0,0,1,0,0,0,1,0,0,2958,33044,1594.47686,7,18,82.456785,78.72702,255,1515114892,3683085882,255,62,661,0,7,2,1,1,4,3,6,0
0.058939,1,0,0,1,0,0,0,1,0,0,1470,1728,593.834316,5,4,355.336304,13.85535,255,653571248,2799260532,255,67,123,0,7,2,3,1,1,6,2,0
0.613519,1,0,0,0,1,0,0,1,0,0,852,1096,27.709003,2,2,3786.079915,132.471391,255,3539077732,3627523395,255,85,137,1,3,1,1,1,3,19,3,0
0.000005,0,1,0,1,0,0,0,0,1,0,104,0,200000.0051,0,0,0,0,0,0,0,0,52,0,0,8,2,2,1,8,2,8,0
0.842096,1,0,0,1,0,0,0,1,0,0,1066,762,24.937775,3,2,3650.741095,155.578047,255,3798554225,344935709,255,76,95,0,9,1,1,1,1,3,1,0
0.003938,1,0,0,0,0,0,1,1,0,0,320,1910,3301.167952,1,2,42.18903,0.88142,255,2572757105,431160541,255,53,239,0,3,5,1,1,6,8,3,0
1.29366,1,0,0,0,0,0,1,1,0,0,2934,3742,81.165064,11,15,2122.568672,67.36807,255,1800635548,4030462364,255,56,69,0,2,4,2,1,5,7,1,0
0.584947,1,0,0,0,0,0,1,1,0,0,8928,320,32.481576,4,1,3814.93157,156.426922,255,3223819141,3799835862,255,638,53,0,4,2,1,1,4,6,3,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,1,1,1,1,1,0
0.107025,1,0,0,1,0,0,0,1,0,0,7820,15306,2307.872047,30,32,87.067853,82.508749,255,3643819065,1495270796,255,64,121,0,6,5,1,1,2,2,5,0
0.026997,1,0,0,0,0,0,1,1,0,0,37808,3380,3518.909511,19,8,27.906891,1.247197,255,3074980119,3076030155,255,700,80,0,1,1,1,1,1,3,1,0
1.263909,1,0,0,0,1,0,0,1,0,0,1684,10168,24.527083,3,5,9588.160029,8394.109785,255,149429806,181098422,255,120,565,1,4,3,2,1,2,5,1,0
0.118257,1,0,0,1,0,0,0,1,0,0,2054,2478,380.527154,6,6,0,412.402995,255,1990339667,4135976470,255,93,103,0,4,2,1,1,2,1,2,0
12.25151,1,0,0,1,0,0,0,0,0,1,180,0,0.244868,3,0,5775.405,0,255,0,0,0,45,0,0,13,13,2,2,13,13,13,0
0.040267,1,0,0,1,0,0,0,1,0,0,1168,2364,670.52422,4,4,264.254577,7.542039,255,2860751302,715654384,255,83,169,0,6,6,2,1,2,5,8,0
1.005994,1,0,0,0,1,0,0,1,0,0,1684,10168,30.815294,3,5,8766.066692,7675.306803,255,307987822,2460225736,255,120,565,1,2,1,1,1,2,3,2,0
0.00104,0,1,0,0,0,1,0,0,0,1,146,178,2884.615377,0,0,0,0,0,0,0,0,73,89,0,3,2,2,1,3,4,3,0
0.285843,1,0,0,1,0,0,0,1,0,0,1540,1644,115.447985,4,4,1189.369903,30.407352,255,2378567196,269511480,255,96,91,0,8,6,3,1,7,7,6,0
1.127654,1,0,0,0,1,0,0,1,0,0,1684,10168,27.490703,3,5,9674.717949,8474.88293,255,1758315367,1760699584,255,120,565,1,4,4,1,1,6,2,3,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,15.492013,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.012794,1,0,0,1,0,0,0,1,0,0,2558,23162,6331.092652,7,14,18.105738,17.457459,255,3398173165,3417707107,255,64,551,0,8,2,1,1,3,1,10,0
0.104848,1,0,0,1,0,0,0,1,0,0,4550,72810,1497.405805,7,33,78.138974,76.312211,255,2394488457,2394812246,255,58,910,0,19,4,1,1,4,20,7,0
0.000009,0,1,0,1,0,0,0,0,1,0,78,0,111111.1072,0,0,0,0,0,0,0,0,39,0,0,13,1,1,1,5,3,5,0
0.294426,1,0,0,0,0,0,1,1,0,0,424,8824,64.532346,1,4,2582.413753,2048.511904,255,267634365,399581663,255,53,735,0,3,3,1,1,3,2,3,0
0.723228,1,0,0,1,0,0,0,1,0,0,534,268,20.740348,2,1,4021.893272,195.238516,255,142828099,2722848460,255,53,45,0,6,1,1,1,5,2,6,0
0.000005,0,1,0,1,0,0,0,0,1,0,104,0,200000.0051,0,0,0,0,0,0,0,0,52,0,0,6,3,2,1,5,2,10,0
0.906459,1,0,0,0,0,0,1,1,0,0,2934,3742,115.835358,11,15,1438.773095,52.854289,255,3262105968,3263144203,255,56,69,0,2,6,1,1,4,6,1,0
2.792787,1,0,0,0,1,0,0,1,0,0,822,1164,6.80324,2,2,21729.89778,741.642062,255,1190922101,4035656543,255,82,116,1,2,1,1,1,2,2,2,0
1.014961,1,0,0,0,1,0,0,1,0,0,1684,10168,30.543045,3,5,8765.955299,7674.806417,255,2323152772,175154621,255,120,565,1,4,3,3,2,2,8,4,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.01949,1,0,0,0,1,0,0,1,0,0,1040,824,872.242182,2,2,159.646495,4.138183,255,4230348423,4233705366,255,130,82,1,2,2,2,2,2,3,3,0
0.024523,1,0,0,1,0,0,0,1,0,0,3598,48918,4934.143598,7,24,22.434115,21.843282,255,4209630104,4224332524,255,60,789,0,18,1,1,1,1,2,1,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.001115,0,1,0,0,0,1,0,0,0,1,146,178,2690.582979,0,0,0,0,0,0,0,0,73,89,0,6,4,2,1,1,2,5,0
0.025879,1,0,0,1,0,0,0,1,0,0,2958,33044,3748.212926,7,18,32.863816,33.084581,255,2018577808,4196638706,255,62,661,0,8,2,1,1,2,7,5,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.003797,1,0,0,0,1,0,0,1,0,0,1052,824,4477.218808,2,2,31.65211,0.654373,255,1922329016,1923368007,255,132,82,1,1,2,1,1,1,10,1,0
0.043206,1,0,0,1,0,0,0,1,0,0,2438,19266,1782.159933,7,13,0,64.728293,255,1723244477,1785557197,255,64,482,0,3,6,1,1,1,2,14,0
0.024123,1,0,0,0,0,0,1,1,0,0,37268,3276,3772.333461,18,8,27.595201,1.340089,255,945826145,3092231630,255,717,82,0,1,1,1,1,1,2,1,0
0.000003,0,1,0,1,0,0,0,0,1,0,104,0,333333.3215,0,0,0,0,0,0,0,0,52,0,0,4,1,1,1,4,1,4,0
0.975667,1,0,0,1,0,0,0,1,0,0,4658,354,19.473857,3,1,5370.279143,193.294125,255,4009280459,3598273596,255,388,44,0,2,1,1,1,1,1,1,0
0.02154,1,0,0,0,0,0,1,1,0,0,37210,3380,4317.548912,18,8,22.796296,0.846531,255,3395510243,3396532989,255,716,80,0,1,1,1,1,4,3,1,0
0.038936,1,0,0,1,0,0,0,1,0,0,4862,75600,4340.456098,7,36,24.896696,25.02605,255,4289955700,4291411533,255,58,879,0,5,3,1,1,3,2,9,0
0.076297,1,0,0,1,0,0,0,1,0,0,4342,63516,1926.681257,7,30,62.389434,1.668438,255,4167142680,4167460349,255,59,858,0,7,1,1,1,1,4,7,0
0.004559,0,1,0,1,0,0,0,0,0,1,568,304,1535.424428,0,0,1.7211,1.480446,0,0,0,0,142,76,0,9,3,2,1,3,6,7,0
0.223228,1,0,0,0,0,0,1,1,0,0,424,8824,85.114773,1,4,2167.400259,1724.602284,255,390339037,501365746,255,53,735,0,2,3,1,1,4,8,2,0
1.091979,1,0,0,0,1,0,0,1,0,0,1684,10168,28.388824,3,5,8796.184792,7702.030615,255,481194136,482262543,255,120,565,1,1,1,1,1,2,4,2,0
0.015997,1,0,0,1,0,0,0,1,0,0,2542,19266,4938.425943,7,13,28.542173,0.692855,255,771774658,2960101438,255,64,482,0,3,1,1,1,1,2,2,0
0.021366,1,0,0,0,0,0,1,1,0,0,37358,3380,4352.709877,18,8,23.029085,0.914051,255,80009386,80941959,255,718,80,0,1,1,1,1,1,2,1,0
1.23469,1,0,0,1,0,0,0,1,0,0,1540,1644,26.727358,4,4,5915.048481,134.825844,255,3587327189,1034044776,255,96,91,0,13,17,13,1,10,14,16,0
0.005518,1,0,0,1,0,0,0,1,0,0,1470,1728,6342.877731,5,4,17.155867,0.583039,255,3843988193,3848497433,255,67,123,0,4,3,1,1,1,4,4,0
0.00115,0,1,0,0,0,1,0,0,0,1,146,178,2608.695594,0,0,0,0,0,0,0,0,73,89,0,2,1,1,1,1,2,3,0
0.026961,1,0,0,1,0,0,0,1,0,0,3806,54798,4784.688882,7,26,23.144446,22.491644,255,2253502665,108349554,255,59,830,0,20,1,1,1,3,4,8,0
0.04066,1,0,0,1,0,0,0,1,0,0,3182,39076,2582.390471,7,20,50.399165,48.960986,255,3217427388,1072321213,255,61,724,0,9,5,1,1,2,6,5,0
0.004574,0,1,0,1,0,0,0,0,0,1,568,304,1530.389188,0,0,1.642373,1.491995,0,0,0,0,142,76,0,14,6,1,1,4,4,10,0
0.001017,0,1,0,0,0,1,0,0,0,1,146,178,2949.852669,0,0,0,0,0,0,0,0,73,89,0,5,2,1,1,2,3,6,0
5.626013,1,0,0,0,0,0,1,1,0,0,9504,12298,39.281816,26,31,3241.38182,3155.568911,255,3473144487,1328084208,255,88,108,0,1,4,1,1,3,4,1,0
0.005828,1,0,0,1,0,0,0,1,0,0,1920,4312,7721.345045,6,6,16.254579,13.157222,255,255234367,2400918617,255,87,180,0,5,2,1,1,2,2,5,0
0.580606,1,0,0,1,0,0,0,1,0,0,534,354,29.279753,2,1,4190.895832,127.272781,255,890846269,767942060,255,53,44,0,4,1,1,1,3,15,3,0
0.931208,1,0,0,1,0,0,0,1,0,0,930,642,28.994596,5,3,3826.690488,117.148602,255,2525333961,1408344492,255,58,54,0,7,2,2,2,7,2,7,0
0.059319,1,0,0,1,0,0,0,1,0,0,3806,54798,2174.682623,7,26,57.532566,56.648135,255,265665343,265955605,255,59,830,0,10,3,1,1,1,2,5,0
1.314836,1,0,0,0,0,0,1,1,0,0,586,682,17.492676,3,4,6648.104668,153.585484,255,3372245864,1853027062,255,49,57,0,1,1,1,1,1,1,1,0
0.004638,0,1,0,1,0,0,0,0,0,1,568,304,1509.271262,0,0,1.672545,1.451219,0,0,0,0,142,76,0,5,5,1,1,3,6,5,0
0.004312,0,1,0,1,0,0,0,0,0,1,568,304,1623.376709,0,0,1.626347,1.352931,0,0,0,0,142,76,0,6,11,1,1,3,5,13,0
0.001611,0,1,0,1,0,0,0,0,0,1,520,304,4345.127133,0,0,0.585484,0.258328,0,0,0,0,130,76,0,7,6,1,1,4,6,13,0
0.001115,0,1,0,0,0,1,0,0,0,1,146,178,2690.582979,0,0,0,0,0,0,0,0,73,89,0,3,3,1,1,1,1,2,0
1.161699,1,0,0,0,1,0,0,1,0,0,1684,10168,26.685052,3,5,8839.292637,7738.709473,255,2813195852,2838242399,255,120,565,1,1,4,1,1,1,6,1,0
1.030516,1,0,0,1,0,0,0,1,0,0,30892,850,47.548994,14,4,3061.390195,92.515281,255,2430840718,3010951398,255,909,53,0,10,1,1,1,5,3,5,0
0.427146,1,0,0,1,0,0,0,1,0,0,658,268,35.116799,2,1,2626.072231,85.05625,255,1502613326,3111028356,255,66,45,0,9,3,2,1,9,4,9,0
0.005365,0,1,0,1,0,0,0,0,0,1,568,320,1304.753003,0,0,1.706956,1.832822,0,0,0,0,142,80,0,6,1,2,1,1,3,4,0
0.001014,0,1,0,0,0,1,0,0,0,1,146,178,2958.579772,0,0,0,0,0,0,0,0,73,89,0,3,2,3,1,2,3,2,0
0.579679,1,0,0,1,0,0,0,1,0,0,7810,14540,426.097883,30,32,478.93641,468.284018,255,632139507,2778614734,255,64,115,0,4,4,1,1,1,9,3,0
0.001053,0,1,0,0,0,1,0,0,0,1,146,178,2849.002888,0,0,0,0,0,0,0,0,73,89,0,2,4,1,1,2,3,4,0
0.621903,1,0,0,1,0,0,0,1,0,0,738,268,24.119517,2,1,3286.820438,161.352469,255,665845455,3691662787,255,74,45,0,4,1,1,1,4,1,4,0
1.12007,1,0,0,0,1,0,0,1,0,0,1684,10168,27.676842,3,4,9626.568228,8427.524994,255,1329683474,3480311654,255,120,565,1,1,7,1,1,1,1,2,0
2.031851,1,0,0,1,0,0,0,1,0,0,7812,15048,121.564029,30,32,999.099358,972.241432,255,2110510326,4280888200,255,64,119,0,4,1,1,1,4,1,7,0
0.000005,1,0,0,1,0,0,0,0,0,1,90,0,200000.0051,1,0,0,0,255,0,0,0,45,0,0,15,1,1,1,15,1,15,0
0.157845,1,0,0,0,0,0,1,1,0,0,37492,3380,589.185573,18,8,314.489852,10.986465,255,2658781227,2655583296,255,721,80,0,2,4,1,1,5,11,1,0
0.609623,1,0,0,1,0,0,0,1,0,0,994,708,31.166802,3,2,2916.629397,112.43968,255,2349209237,100664391,255,83,89,0,6,1,1,1,5,1,5,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,15.492038,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.005025,1,0,0,1,0,0,0,1,0,0,3936,2456,6965.174343,7,7,13.886069,0.328484,255,3583049764,1440650040,255,219,136,0,11,4,1,1,3,7,5,0
0.025955,1,0,0,1,0,0,0,1,0,0,3806,51808,4970.140457,7,26,22.224505,21.925205,255,4037332007,1888050376,255,59,785,0,7,3,1,1,2,4,7,0
0.007047,1,0,0,1,0,0,0,1,0,0,2158,2374,6385.696154,6,6,19.138972,17.360029,255,562856300,2712756095,255,90,108,0,6,3,1,1,3,3,5,0
0.005506,1,0,0,1,0,0,0,1,0,0,1470,1728,6356.701762,5,4,17.875885,0.560299,255,1629452092,1629749262,255,67,123,0,2,3,1,1,2,1,4,0
0.004391,0,1,0,1,0,0,0,0,0,1,568,312,1594.169842,0,0,1.640959,1.389465,0,0,0,0,142,78,0,6,7,1,1,4,5,6,0
0.567621,1,0,0,1,0,0,0,1,0,0,774,556,40.519995,4,3,1995.420121,64.309219,255,336899467,1071358137,255,55,56,0,2,1,1,1,2,1,2,0
0.011287,1,0,0,1,0,0,0,1,0,0,2438,18508,6822.007601,7,13,0,16.013466,255,1597688607,3764365167,255,64,463,0,3,3,1,1,1,2,6,0
0.001044,0,1,0,0,0,1,0,0,0,1,146,178,2873.563127,0,0,0,0,0,0,0,0,73,89,0,1,3,1,1,1,3,1,0
1.526867,1,0,0,1,0,0,0,1,0,0,738,354,11.13391,2,1,9885.099875,289.385,255,1121001271,4186979855,255,74,44,0,3,1,1,1,2,2,2,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,10.954505,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
2.014453,1,0,0,1,0,0,0,1,0,0,2558,23266,41.202253,7,14,3873.933811,3686.992057,255,557035806,3181551974,255,64,529,0,11,5,1,1,1,11,3,0
0.461174,1,0,0,1,0,0,0,1,0,0,1612,268,32.525684,2,1,2505.09027,107.697789,255,3221366393,3275881119,255,161,45,0,6,1,1,1,5,2,5,0
0.086179,1,0,0,1,0,0,0,1,0,0,3614,45696,1404.054301,7,24,85.164563,83.100771,255,2977700247,2994219584,255,60,737,0,20,5,1,1,3,6,8,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,10.954517,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
0.231732,1,0,0,0,0,0,1,1,0,0,37808,3380,409.956336,19,8,495.97666,17.154631,255,1745964389,3892407365,255,700,80,0,2,1,1,1,1,3,2,0
0.583285,1,0,0,1,0,0,0,1,0,0,534,268,25.716418,2,1,2913.412256,142.507266,255,586972588,3598259984,255,53,45,0,2,1,1,1,2,1,2,0
0.010226,1,0,0,1,0,0,0,1,0,0,2438,19266,7529.82586,7,13,15.158527,13.884222,255,1509454246,1534208125,255,64,482,0,1,1,1,1,1,1,3,0
0.001194,0,1,0,0,0,1,0,0,0,1,132,164,2512.56279,0,0,0,0,0,0,0,0,66,82,0,3,2,3,1,1,10,1,0
4.332793,1,0,0,0,1,0,0,1,0,0,18994,1087890,254.108595,2,370,905.648757,600.627025,255,120800598,2271338807,255,53,1458,1,1,6,1,1,2,1,1,0
0.000006,0,1,0,1,0,0,0,0,1,0,1064,0,166666.6608,0,0,0,0,0,0,0,0,532,0,0,29,4,4,1,29,4,29,0
0.001717,0,1,0,1,0,0,0,0,0,1,544,304,4076.878192,0,0,0.633332,0.270828,0,0,0,0,136,76,0,5,9,1,1,2,5,11,0
1.168042,1,0,0,0,1,0,0,1,0,0,1684,10168,26.540143,3,5,10048.51415,8796.891156,255,774976493,2925569831,255,120,565,1,1,7,1,1,1,4,2,0
0.010803,1,0,0,0,0,0,1,1,0,0,8928,320,1758.7707,4,1,52.000924,3.832927,255,3739405681,3746315567,255,638,53,0,3,6,1,1,6,5,3,0
0.004743,1,0,0,1,0,0,0,1,0,0,1470,1728,7379.295763,5,4,14.14528,0.400331,255,664287496,664581095,255,67,123,0,6,3,1,1,1,1,2,0
0.223974,1,0,0,1,0,0,0,1,0,0,3806,54798,575.959698,7,26,219.138471,209.91822,255,525535286,525831700,255,59,830,0,3,5,1,1,2,4,2,0
2.688195,1,0,0,1,0,0,0,1,0,0,13454,548216,249.609869,21,197,4313.333884,3153.248552,255,2869286904,2879857464,255,57,1252,0,11,3,2,1,9,3,9,0
0.017862,1,0,0,1,0,0,0,1,0,0,1540,1644,1847.497525,4,4,71.312765,2.167857,255,1317561974,1321580115,255,96,91,0,9,11,6,1,7,8,12,0
1.992609,1,0,0,1,0,0,0,1,0,0,3618,95042,71.765207,7,37,8079.714039,6235.74089,255,2001852811,4152495629,255,67,1056,0,3,6,2,1,3,6,14,0
0,0,0,1,1,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,46,0,0,2,2,2,2,2,2,2,0
20.735884,1,0,0,0,1,0,0,1,0,0,18786,1087890,52.90346,2,370,7389.455578,4625.263989,255,2332983198,204863656,255,53,1458,1,3,2,1,1,4,3,1,0
1.228964,1,0,0,1,0,0,0,1,0,0,2530,354,13.83279,2,1,7430.603693,262.740563,255,3205335199,2760870236,255,253,44,0,2,2,1,1,1,1,2,0
8.238989,1,0,0,0,1,0,0,1,0,0,17642,1087890,130.477176,2,370,1822.307756,1171.079476,255,462563367,2649023739,255,53,1458,1,2,2,2,2,2,2,5,0
